invoice_id,invoice_text,customer_feedback,sentiment
INV-070,"Invoice No: INV-070 | Date: 2025-09-22 | From: Zoho Enterprise Solutions | To: Ganesh IT Park, Chennai | Items: 12x Zoho Mail License (Annual) @Rs.3000 | Subtotal: Rs.36000 | GST (18%): Rs.6480 | Total: Rs.42480 | Payment Due: 2025-10-22","Zoho Mail is clean, ad-free, and integrates well with other Zoho apps. Migration from Gmail was surprisingly smooth. Our team adapted quickly.",positive
INV-071,"Invoice No: INV-071 | Date: 2025-11-12 | From: Bharat Electronics Ltd | To: Dixit Hardware, Gwalior | Items: 3x Voltage Stabilizer 5KVA @Rs.8000 | Subtotal: Rs.24000 | GST (18%): Rs.4320 | Total: Rs.28320 | Payment Due: 2025-12-12","Stabilizers are functioning. Output voltage stays within acceptable range. Build quality appears reasonable.",neutral
INV-072,"Invoice No: INV-072 | Date: 2025-07-20 | From: Reliance Digital Wholesale | To: Bhatia Tech Mart, Delhi | Items: 6x Sony WH-1000XM5 Headphones @Rs.24000 | Subtotal: Rs.144000 | GST (18%): Rs.25920 | Total: Rs.169920 | Payment Due: 2025-08-20","Three pairs had defective noise cancellation. Sony products through Reliance Digital channel seem to have quality control issues. Very disappointed for premium priced items.",negative
INV-073,"Invoice No: INV-073 | Date: 2026-03-15 | From: Freshworks Software | To: Madhav Enterprises, Ahmedabad | Items: 15x Freshservice ITSM License (Monthly) @Rs.2000 | Subtotal: Rs.30000 | GST (18%): Rs.5400 | Total: Rs.35400 | Payment Due: 2026-04-15","Freshservice has streamlined our IT ticketing system beautifully. The automated workflows save us hours every week. Support team is responsive and knowledgeable.",positive
INV-074,"Invoice No: INV-074 | Date: 2025-10-10 | From: CloudMinds India Pvt Ltd | To: Varma IT Services, Vizag | Items: 1x SSL Certificate Wildcard (2yr) @Rs.25000 | Subtotal: Rs.25000 | GST (18%): Rs.4500 | Total: Rs.29500 | Payment Due: 2025-11-10","SSL certificate installation was straightforward. CloudMinds provided clear instructions. Certificate is recognized by all major browsers.",neutral
INV-075,"Invoice No: INV-075 | Date: 2025-08-28 | From: Amazon Business India | To: Garg Computer World, Bareilly | Items: 10x Wireless Charger Pad @Rs.1200 | Subtotal: Rs.12000 | GST (18%): Rs.2160 | Total: Rs.14160 | Payment Due: 2025-09-28","Wireless chargers work great with all Qi-compatible phones. Charging speed is decent and the LED indicator is subtle. Customers love them.",positive
INV-076,"Invoice No: INV-076 | Date: 2026-01-08 | From: Wipro Peripherals | To: Negi Computer Bazaar, Dehradun | Items: 4x Gaming Mouse RGB @Rs.2500 | Subtotal: Rs.10000 | GST (18%): Rs.1800 | Total: Rs.11800 | Payment Due: 2026-02-08","The DPI switch stopped working on 2 mice within a month. Left click also feels mushy. Wipro gaming peripherals are not up to the mark.",negative
INV-077,"Invoice No: INV-077 | Date: 2025-12-10 | From: HCL Digital Store | To: Majumdar IT, Kolkata | Items: 2x HP Color LaserJet @Rs.32000 | Subtotal: Rs.64000 | GST (18%): Rs.11520 | Total: Rs.75520 | Payment Due: 2026-01-10","Color laser printers produce vibrant output. Speed is impressive for the price range. HCL's warranty registration was simple and quick.",positive
INV-078,"Invoice No: INV-078 | Date: 2025-06-25 | From: DataServe Technologies | To: Chand IT Hub, Ranchi | Items: 3x PoE Switch 8-port @Rs.5500 | Subtotal: Rs.16500 | GST (18%): Rs.2970 | Total: Rs.19470 | Payment Due: 2025-07-25","PoE switches deliver consistent power to our IP cameras. Port indicators are clear. Functional network equipment.",neutral
INV-079,"Invoice No: INV-079 | Date: 2026-02-12 | From: TechNova Solutions Pvt Ltd | To: Shrivastava Systems, Jabalpur | Items: 6x Portable SSD 500GB @Rs.4200 | Subtotal: Rs.25200 | GST (18%): Rs.4536 | Total: Rs.29736 | Payment Due: 2026-03-12","Transfer speeds are nowhere near what was advertised. TechNova listed 500MB/s but we're getting 150MB/s at best. Misleading product specifications.",negative
INV-080,"Invoice No: INV-080 | Date: 2025-09-05 | From: Flipkart Wholesale | To: Naidu Electronics, Vijayawada | Items: 20x Tempered Glass Screen Guard @Rs.150, 20x Silicone Phone Cover @Rs.200 | Subtotal: Rs.7000 | GST (18%): Rs.1260 | Total: Rs.8260 | Payment Due: 2025-10-05","Phone accessories are good quality for the price. Screen guards apply cleanly without bubbles. Good margin products for our shop.",positive
INV-081,"Invoice No: INV-081 | Date: 2025-11-18 | From: Infosys BPO Supplies | To: Thapa Office World, Darjeeling | Items: 30x Whiteboard Marker Set @Rs.120, 10x Desk Organizer @Rs.500 | Subtotal: Rs.8600 | GST (18%): Rs.1548 | Total: Rs.10148 | Payment Due: 2025-12-18","Markers dry out quickly. Desk organizers are flimsy plastic. Expected better quality from Infosys BPO Supplies at these prices.",negative
INV-082,"Invoice No: INV-082 | Date: 2025-07-10 | From: Zoho Enterprise Solutions | To: Chawla Industries, Ludhiana | Items: 6x Zoho Inventory License (Annual) @Rs.9000 | Subtotal: Rs.54000 | GST (18%): Rs.9720 | Total: Rs.63720 | Payment Due: 2025-08-10","Zoho Inventory's barcode scanning feature is exceptional. Stock management has never been this easy. The reorder alerts have saved us from stockouts multiple times.",positive
INV-083,"Invoice No: INV-083 | Date: 2026-03-02 | From: Bharat Electronics Ltd | To: Ahmed Electronics, Hyderabad | Items: 5x Digital Multimeter @Rs.2500 | Subtotal: Rs.12500 | GST (18%): Rs.2250 | Total: Rs.14750 | Payment Due: 2026-04-02","Multimeters are accurate and easy to read. Standard tools that work as expected.",neutral
INV-084,"Invoice No: INV-084 | Date: 2025-10-20 | From: Reliance Digital Wholesale | To: Saini Tech World, Faridabad | Items: 8x TP-Link WiFi Router @Rs.2500 | Subtotal: Rs.20000 | GST (18%): Rs.3600 | Total: Rs.23600 | Payment Due: 2025-11-20","Routers are easy to set up and the WiFi range covers our entire office floor. Signal strength remains strong even through walls. Great purchase.",positive
INV-085,"Invoice No: INV-085 | Date: 2025-08-02 | From: Tata Consultancy Peripherals | To: Jha Computer Emporium, Patna | Items: 3x Lenovo IdeaPad Slim 3 @Rs.38000 | Subtotal: Rs.114000 | GST (18%): Rs.20520 | Total: Rs.134520 | Payment Due: 2025-09-02","Trackpad on one laptop is unresponsive in the corners. Customer complained within a day. Tata Consultancy Peripherals took 2 weeks to acknowledge the issue.",negative
INV-086,"Invoice No: INV-086 | Date: 2026-01-28 | From: CloudMinds India Pvt Ltd | To: Iyer Web Solutions, Coimbatore | Items: 1x Domain Registration (5yr) @Rs.5000, 1x Web Hosting (Annual) @Rs.8000 | Subtotal: Rs.13000 | GST (18%): Rs.2340 | Total: Rs.15340 | Payment Due: 2026-02-28","Domain registration was instant and hosting setup took under an hour. cPanel interface is user-friendly.",neutral
INV-087,"Invoice No: INV-087 | Date: 2025-12-15 | From: Amazon Business India | To: Puri Electronics, Cuttack | Items: 12x LED Desk Lamp USB @Rs.800 | Subtotal: Rs.9600 | GST (18%): Rs.1728 | Total: Rs.11328 | Payment Due: 2026-01-15","LED lamps have adjustable brightness which our staff really appreciates. The USB power feature means no extra cables cluttering desks. Smart design and good value.",positive
INV-088,"Invoice No: INV-088 | Date: 2025-06-08 | From: Flipkart Wholesale | To: Mehra Digital Zone, Jalandhar | Items: 5x HP Pavilion Desktop @Rs.45000 | Subtotal: Rs.225000 | GST (18%): Rs.40500 | Total: Rs.265500 | Payment Due: 2025-07-08","One desktop had a faulty graphics card and another had RAM issues. Flipkart Wholesale's bulk orders seem to have poor quality screening.",negative
INV-089,"Invoice No: INV-089 | Date: 2026-02-25 | From: Freshworks Software | To: Hegde Analytics, Bangalore | Items: 8x Freshping Monitoring License (Annual) @Rs.5000 | Subtotal: Rs.40000 | GST (18%): Rs.7200 | Total: Rs.47200 | Payment Due: 2026-03-25","Freshping alerts are instant when our services go down. The uptime reports are clean and easy to share with stakeholders. Reliable monitoring solution.",positive
INV-090,"Invoice No: INV-090 | Date: 2025-09-28 | From: DataServe Technologies | To: Lal IT Infrastructure, Raipur | Items: 1x Server Tower Configuration @Rs.175000 | Subtotal: Rs.175000 | GST (18%): Rs.31500 | Total: Rs.206500 | Payment Due: 2025-10-28","Server is running stable. Performance benchmarks match the quoted specifications. Standard enterprise hardware.",neutral
INV-091,"Invoice No: INV-091 | Date: 2025-11-30 | From: Wipro Peripherals | To: Khatri Computer Palace, Udaipur | Items: 8x Webcam Full HD @Rs.2200 | Subtotal: Rs.17600 | GST (18%): Rs.3168 | Total: Rs.20768 | Payment Due: 2025-12-30","Webcam image quality is crisp and the auto-focus works reliably. Clip mount fits all our monitors perfectly. Wipro has a winner with this product line.",positive
INV-092,"Invoice No: INV-092 | Date: 2025-07-28 | From: HCL Digital Store | To: Prasad Electronics, Vizag | Items: 3x Scanner Flatbed A4 @Rs.9000 | Subtotal: Rs.27000 | GST (18%): Rs.4860 | Total: Rs.31860 | Payment Due: 2025-08-28","Scanning speed is painfully slow. Each page takes 30+ seconds. The software interface looks like it hasn't been updated since 2010. Not worth Rs.9000.",negative
INV-093,"Invoice No: INV-093 | Date: 2026-03-25 | From: TechNova Solutions Pvt Ltd | To: Chauhan Computer Mart, Meerut | Items: 15x Mouse Pad XL @Rs.400, 15x Wrist Rest @Rs.350 | Subtotal: Rs.11250 | GST (18%): Rs.2025 | Total: Rs.13275 | Payment Due: 2026-04-25","Mouse pads and wrist rests are of reasonable quality. The stitched edges on the mouse pads are a nice detail. Adequate for office use.",neutral
INV-094,"Invoice No: INV-094 | Date: 2025-10-12 | From: Zoho Enterprise Solutions | To: Sood Digital Services, Shimla | Items: 4x Zoho Desk License (Annual) @Rs.14000 | Subtotal: Rs.56000 | GST (18%): Rs.10080 | Total: Rs.66080 | Payment Due: 2025-11-12","Zoho Desk has dramatically reduced our average ticket response time from 4 hours to 45 minutes. The knowledge base feature cut repeat queries by 60%. Outstanding platform.",positive
INV-095,"Invoice No: INV-095 | Date: 2025-08-18 | From: Bharat Electronics Ltd | To: Chakraborty Systems, Siliguri | Items: 6x Soldering Station @Rs.3500 | Subtotal: Rs.21000 | GST (18%): Rs.3780 | Total: Rs.24780 | Payment Due: 2025-09-18","Temperature control is inaccurate. Display shows 350C but actual tip temperature is around 300C. Bharat Electronics needs better calibration.",negative
INV-096,"Invoice No: INV-096 | Date: 2026-01-15 | From: Reliance Digital Wholesale | To: Talwar Gadgets, Chandigarh | Items: 10x Mi Power Bank 10000mAh @Rs.1000 | Subtotal: Rs.10000 | GST (18%): Rs.1800 | Total: Rs.11800 | Payment Due: 2026-02-15","Mi power banks arrived with scratched casings and 3 units won't charge at all. Reliance Digital sent refurbished products as new. Unethical business practice.",negative
INV-097,"Invoice No: INV-097 | Date: 2025-12-05 | From: Micromax Distribution | To: Dubey Mobiles, Varanasi | Items: 30x Micromax Screen Protector @Rs.100 | Subtotal: Rs.3000 | GST (18%): Rs.540 | Total: Rs.3540 | Payment Due: 2026-01-05","Screen protectors are basic. They fit Micromax phone models adequately. Nothing special but functional for the price.",neutral
INV-098,"Invoice No: INV-098 | Date: 2025-06-22 | From: Infosys BPO Supplies | To: Mani Office Products, Coimbatore | Items: 50x Ballpoint Pen Set @Rs.80, 20x A4 Paper Ream @Rs.250 | Subtotal: Rs.9000 | GST (18%): Rs.1620 | Total: Rs.10620 | Payment Due: 2025-07-22","Pens run out of ink within 2 days and the paper jams our printers constantly. Infosys BPO Supplies sent us defective stationery. Complete waste of Rs.9000.",negative
INV-099,"Invoice No: INV-099 | Date: 2026-02-02 | From: Amazon Business India | To: Dhawan IT Solutions, Noida | Items: 3x 34-inch Ultrawide Monitor @Rs.38000 | Subtotal: Rs.114000 | GST (18%): Rs.20520 | Total: Rs.134520 | Payment Due: 2026-03-02","One monitor had severe backlight bleed in the corners. Amazon replacement process was smooth but it shouldn't happen with premium monitors. Docking marks on the second unit too.",negative
INV-100,"Invoice No: INV-100 | Date: 2025-09-15 | From: Tata Consultancy Peripherals | To: Kohli Enterprises, Delhi | Items: 20x Cat6a Ethernet Cable 2m @Rs.200 | Subtotal: Rs.4000 | GST (18%): Rs.720 | Total: Rs.4720 | Payment Due: 2025-10-15","Ethernet cables are well-shielded and connectors fit snugly. Speed tests confirm Cat6a performance. Will order more for our next floor expansion.",positive
INV-101,"Invoice No: INV-101 | Date: 2025-11-22 | From: CloudMinds India Pvt Ltd | To: Menon Software Labs, Kochi | Items: 1x VPS Hosting (Annual) @Rs.48000, 1x CDN Service (Annual) @Rs.24000 | Subtotal: Rs.72000 | GST (18%): Rs.12960 | Total: Rs.84960 | Payment Due: 2025-12-22","VPS performance is consistent and CDN has reduced our page load times by 40%. CloudMinds India technical team provided excellent optimization recommendations.",positive
INV-102,"Invoice No: INV-102 | Date: 2025-07-15 | From: DataServe Technologies | To: Gill IT Center, Amritsar | Items: 2x NAS Storage 4-bay @Rs.28000 | Subtotal: Rs.56000 | GST (18%): Rs.10080 | Total: Rs.66080 | Payment Due: 2025-08-15","NAS units are operational. RAID setup was straightforward using the included guide. Storage capacity meets our current needs.",neutral
INV-103,"Invoice No: INV-103 | Date: 2026-03-30 | From: Flipkart Wholesale | To: Mishra Gadget Store, Lucknow | Items: 10x Boat Airdopes 141 @Rs.1100, 10x OnePlus Bullets Z2 @Rs.1800 | Subtotal: Rs.29000 | GST (18%): Rs.5220 | Total: Rs.34220 | Payment Due: 2026-04-30","Boat Airdopes have terrible bass distortion and OnePlus Bullets disconnect randomly. Flipkart Wholesale needs better quality checks on audio products. Multiple customer returns.",negative
INV-104,"Invoice No: INV-104 | Date: 2025-10-25 | From: TechNova Solutions Pvt Ltd | To: Sharma Technologies, Jaipur | Items: 5x Laptop RAM 8GB DDR4 @Rs.2200 | Subtotal: Rs.11000 | GST (18%): Rs.1980 | Total: Rs.12980 | Payment Due: 2025-11-25","Two RAM sticks were incompatible with Dell laptops despite being listed as compatible. TechNova's product descriptions need to be more accurate.",negative
INV-105,"Invoice No: INV-105 | Date: 2025-08-10 | From: Wipro Peripherals | To: Nanda Digital World, Dehradun | Items: 6x Bluetooth Speaker Portable @Rs.2000 | Subtotal: Rs.12000 | GST (18%): Rs.2160 | Total: Rs.14160 | Payment Due: 2025-09-10","Speaker volume is embarrassingly low and Bluetooth range is barely 2 meters. Wipro Peripherals portable speakers are a total letdown at Rs.2000 each. Not worth Rs.500.",negative
INV-106,"Invoice No: INV-106 | Date: 2026-01-20 | From: HCL Digital Store | To: Bajpai Office Solutions, Kanpur | Items: 4x Ricoh Photocopier @Rs.45000 | Subtotal: Rs.180000 | GST (18%): Rs.32400 | Total: Rs.212400 | Payment Due: 2026-02-20","Photocopiers handle high-volume copying without jamming. Double-sided printing saves paper. HCL Digital Store included free installation which was a great touch.",positive
INV-107,"Invoice No: INV-107 | Date: 2025-12-20 | From: Reliance Digital Wholesale | To: Kamath Electronics, Mangalore | Items: 4x Apple iPad 10th Gen @Rs.38000 | Subtotal: Rs.152000 | GST (18%): Rs.27360 | Total: Rs.179360 | Payment Due: 2026-01-20","Delivery was delayed by 10 days with no communication from Reliance Digital. When the iPads finally arrived, one box was clearly opened and resealed. Trust is broken.",negative
INV-108,"Invoice No: INV-108 | Date: 2025-06-15 | From: Zoho Enterprise Solutions | To: Deshpande IT, Pune | Items: 10x Zoho Analytics License (Annual) @Rs.11000 | Subtotal: Rs.110000 | GST (18%): Rs.19800 | Total: Rs.129800 | Payment Due: 2025-07-15","Zoho Analytics dashboards are visually appealing and the drag-and-drop report builder is intuitive. Data import from multiple sources works seamlessly. Best BI tool for Indian SMEs.",positive
INV-109,"Invoice No: INV-109 | Date: 2026-02-08 | From: Bharat Electronics Ltd | To: Tiwari Hardware Store, Varanasi | Items: 10x Extension Board 6-socket @Rs.600 | Subtotal: Rs.6000 | GST (18%): Rs.1080 | Total: Rs.7080 | Payment Due: 2026-03-08","Extension boards look sturdy and the switches have good tactile feedback. Individual socket switches are a useful feature.",neutral
INV-110,"Invoice No: INV-110 | Date: 2025-09-20 | From: Freshworks Software | To: Pai Tech Solutions, Bangalore | Items: 5x Freshchat License (Annual) @Rs.8000 | Subtotal: Rs.40000 | GST (18%): Rs.7200 | Total: Rs.47200 | Payment Due: 2025-10-20","Freshchat's chatbot builder is powerful yet simple. Our customer query resolution time dropped significantly. The WhatsApp integration is a game-changer for Indian customers.",positive
INV-111,"Invoice No: INV-111 | Date: 2025-11-10 | From: Amazon Business India | To: Saxena Office Hub, Agra | Items: 8x Adjustable Monitor Arm @Rs.3500 | Subtotal: Rs.28000 | GST (18%): Rs.5040 | Total: Rs.33040 | Payment Due: 2025-12-10","Monitor arms are wobbly even after tightening all bolts. The clamp mechanism scratched our desks. Cheap construction disguised as premium pricing.",negative
INV-112,"Invoice No: INV-112 | Date: 2025-07-05 | From: TechNova Solutions Pvt Ltd | To: Gogoi Electronics, Guwahati | Items: 3x Graphics Card GTX 1650 @Rs.14000 | Subtotal: Rs.42000 | GST (18%): Rs.7560 | Total: Rs.49560 | Payment Due: 2025-08-05","Graphics cards perform well for 1080p gaming and light rendering. Fan noise is minimal. TechNova Solutions had the best price we could find for these.",positive
INV-113,"Invoice No: INV-113 | Date: 2026-03-20 | From: Infosys BPO Supplies | To: Bhatt Office Depot, Surat | Items: 40x File Folder Set @Rs.60, 20x Stapler Heavy Duty @Rs.350 | Subtotal: Rs.9400 | GST (18%): Rs.1692 | Total: Rs.11092 | Payment Due: 2026-04-20","Office supplies are standard quality. Folders are sturdy enough for daily use. Staplers work smoothly.",neutral
INV-114,"Invoice No: INV-114 | Date: 2025-10-08 | From: Flipkart Wholesale | To: Anand Mobile Hub, Ahmedabad | Items: 6x iPhone 15 128GB @Rs.72000 | Subtotal: Rs.432000 | GST (18%): Rs.77760 | Total: Rs.509760 | Payment Due: 2025-11-08","All iPhones were sealed and genuine. Our customers are very happy with the purchase experience. Flipkart Wholesale is our preferred supplier for Apple products.",positive
INV-115,"Invoice No: INV-115 | Date: 2025-08-25 | From: CloudMinds India Pvt Ltd | To: Das Web Agency, Kolkata | Items: 1x Managed WordPress Hosting (Annual) @Rs.30000 | Subtotal: Rs.30000 | GST (18%): Rs.5400 | Total: Rs.35400 | Payment Due: 2025-09-25","WordPress site crashed 4 times in the first month. CloudMinds blamed plugins but the issue was clearly server-side. Their managed hosting is anything but managed.",negative
INV-116,"Invoice No: INV-116 | Date: 2026-01-12 | From: DataServe Technologies | To: Reddy Data Center, Hyderabad | Items: 10x SFP+ Module 10G @Rs.3500 | Subtotal: Rs.35000 | GST (18%): Rs.6300 | Total: Rs.41300 | Payment Due: 2026-02-12","SFP+ modules are compatible with our Cisco switches and perform at full 10G speed. No compatibility issues encountered. Reliable network components from DataServe.",positive
INV-117,"Invoice No: INV-117 | Date: 2025-12-25 | From: Wipro Peripherals | To: Pandit Computers, Varanasi | Items: 10x USB Hub 4-port @Rs.600 | Subtotal: Rs.6000 | GST (18%): Rs.1080 | Total: Rs.7080 | Payment Due: 2026-01-25","USB hubs overheat when all 4 ports are in use. Two units stopped recognizing devices after a week. Wipro Peripherals USB hubs are a fire risk. Returned the entire lot.",negative
INV-118,"Invoice No: INV-118 | Date: 2025-06-28 | From: HCL Digital Store | To: Rajput IT Solutions, Jodhpur | Items: 2x Xerox WorkCentre @Rs.55000 | Subtotal: Rs.110000 | GST (18%): Rs.19800 | Total: Rs.129800 | Payment Due: 2025-07-28","Xerox machines handle our heavy printing needs effortlessly. The scan-to-email feature is a time saver. HCL Digital Store's installation team was professional and thorough.",positive
INV-119,"Invoice No: INV-119 | Date: 2026-02-15 | From: Reliance Digital Wholesale | To: Malik Electronics, Gurgaon | Items: 5x Google Pixel 8a @Rs.42000 | Subtotal: Rs.210000 | GST (18%): Rs.37800 | Total: Rs.247800 | Payment Due: 2026-03-15","Two phones had display issues with green tint at low brightness. Reliance Digital's warranty claim process is cumbersome and slow. Frustrating experience with premium phones.",negative
INV-120,"Invoice No: INV-120 | Date: 2025-09-10 | From: Tata Consultancy Peripherals | To: Sinha Tech Mart, Ranchi | Items: 5x Webcam Ring Light Combo @Rs.3000 | Subtotal: Rs.15000 | GST (18%): Rs.2700 | Total: Rs.17700 | Payment Due: 2025-10-10","Webcam and ring light combo provides good video quality for virtual meetings. Light temperature is adjustable which is convenient.",neutral
INV-121,"Invoice No: INV-121 | Date: 2025-11-28 | From: Zoho Enterprise Solutions | To: Sharma Digital Marketing, Delhi | Items: 7x Zoho Social License (Annual) @Rs.6000 | Subtotal: Rs.42000 | GST (18%): Rs.7560 | Total: Rs.49560 | Payment Due: 2025-12-28","Zoho Social scheduling feature has made our social media management effortless. Analytics help us understand what content resonates. Well worth the investment.",positive
INV-122,"Invoice No: INV-122 | Date: 2025-07-22 | From: Micromax Distribution | To: Pal Mobile World, Kolkata | Items: 15x Micromax Headphones Wired @Rs.300 | Subtotal: Rs.4500 | GST (18%): Rs.810 | Total: Rs.5310 | Payment Due: 2025-08-22","Sound quality is tinny and the cable breaks easily near the jack. 6 out of 15 pairs were returned by customers. Micromax headphones are disposable at best.",negative
INV-123,"Invoice No: INV-123 | Date: 2026-03-10 | From: Amazon Business India | To: Trivedi Systems, Vadodara | Items: 6x Standing Desk Converter @Rs.8000 | Subtotal: Rs.48000 | GST (18%): Rs.8640 | Total: Rs.56640 | Payment Due: 2026-04-10","Standing desk converters have a smooth height adjustment mechanism. Surface area is sufficient for dual monitor setups. Build quality is solid.",neutral
INV-124,"Invoice No: INV-124 | Date: 2025-10-18 | From: Bharat Electronics Ltd | To: Shukla Power Solutions, Bhopal | Items: 4x Solar Charge Controller @Rs.5000 | Subtotal: Rs.20000 | GST (18%): Rs.3600 | Total: Rs.23600 | Payment Due: 2025-11-18","Bharat Electronics solar charge controllers are robust and handle our 12V panel setup perfectly. LCD display shows clear real-time data. Made in India and proud of it!",positive
INV-125,"Invoice No: INV-125 | Date: 2025-08-12 | From: TechNova Solutions Pvt Ltd | To: Verma Computer Gallery, Lucknow | Items: 4x Laptop Battery Replacement @Rs.3500 | Subtotal: Rs.14000 | GST (18%): Rs.2520 | Total: Rs.16520 | Payment Due: 2025-09-12","Batteries don't hold charge for more than 2 hours. These are supposed to be OEM equivalents but they're clearly cheap knock-offs. TechNova is selling counterfeit products.",negative
INV-126,"Invoice No: INV-126 | Date: 2026-01-25 | From: Flipkart Wholesale | To: Khandelwal Electronics, Jaipur | Items: 8x Fire TV Stick 4K @Rs.3500 | Subtotal: Rs.28000 | GST (18%): Rs.5040 | Total: Rs.33040 | Payment Due: 2026-02-25","Fire TV Sticks keep buffering even on 100Mbps connection. 2 units overheat and shut down during streaming. Flipkart Wholesale sent us a bad batch.",negative
INV-127,"Invoice No: INV-127 | Date: 2025-12-12 | From: Freshworks Software | To: Mohan CRM Solutions, Chennai | Items: 12x Freshsales Suite License (Monthly) @Rs.2500 | Subtotal: Rs.30000 | GST (18%): Rs.5400 | Total: Rs.35400 | Payment Due: 2026-01-12","Interface is clean but the mobile app crashes frequently. Data sometimes doesn't sync between desktop and mobile versions. Freshworks needs to fix this urgently.",negative
INV-128,"Invoice No: INV-128 | Date: 2025-06-10 | From: CloudMinds India Pvt Ltd | To: George IT Consulting, Kochi | Items: 1x Disaster Recovery Plan Setup @Rs.150000 | Subtotal: Rs.150000 | GST (18%): Rs.27000 | Total: Rs.177000 | Payment Due: 2025-07-10","CloudMinds India DR plan has been tested and works flawlessly. RTO and RPO are within our requirements. Their team conducted a thorough risk assessment before implementation.",positive
INV-129,"Invoice No: INV-129 | Date: 2026-02-20 | From: DataServe Technologies | To: Acharya Networks, Pune | Items: 3x Patch Panel 24-port @Rs.3000, 3x Cable Tray 2m @Rs.1500 | Subtotal: Rs.13500 | GST (18%): Rs.2430 | Total: Rs.15930 | Payment Due: 2026-03-20","Patch panels and cable trays are standard quality. Installation was straightforward. Server room looks organized now.",neutral
INV-130,"Invoice No: INV-130 | Date: 2025-09-25 | From: Wipro Peripherals | To: Mandal IT Center, Bhubaneswar | Items: 5x Document Scanner Portable @Rs.7000 | Subtotal: Rs.35000 | GST (18%): Rs.6300 | Total: Rs.41300 | Payment Due: 2025-10-25","Portable scanners are compact and scan quality is surprisingly good at 600dpi. Our field team uses them daily. Battery lasts a full workday. Great product from Wipro.",positive
INV-131,"Invoice No: INV-131 | Date: 2025-11-15 | From: HCL Digital Store | To: Saxena Printers, Kanpur | Items: 20x Toner Cartridge Compatible @Rs.1200 | Subtotal: Rs.24000 | GST (18%): Rs.4320 | Total: Rs.28320 | Payment Due: 2025-12-15","Half the toner cartridges leaked inside the printer. Caused damage to two printer drums. HCL's compatible toners are garbage and ended up costing us more in repairs.",negative
INV-132,"Invoice No: INV-132 | Date: 2025-07-30 | From: Tata Consultancy Peripherals | To: Bansal Computers, Delhi | Items: 4x HP Laptop Charger 65W @Rs.1800 | Subtotal: Rs.7200 | GST (18%): Rs.1296 | Total: Rs.8496 | Payment Due: 2025-08-30","Chargers are genuine HP branded. Wattage output is consistent. Compatible with the laptop models specified.",neutral
INV-133,"Invoice No: INV-133 | Date: 2026-03-05 | From: Zoho Enterprise Solutions | To: Rajan Web Services, Trivandrum | Items: 5x Zoho Creator License (Annual) @Rs.16000 | Subtotal: Rs.80000 | GST (18%): Rs.14400 | Total: Rs.94400 | Payment Due: 2026-04-05","Zoho Creator allowed us to build a custom CRM in just 2 days without any coding. The drag-and-drop interface is brilliant. Our non-technical team can now create their own workflows.",positive
INV-134,"Invoice No: INV-134 | Date: 2025-10-02 | From: Infosys BPO Supplies | To: Gupta Stationery, Allahabad | Items: 100x Printed Letterhead @Rs.8, 50x Business Card Pack @Rs.150 | Subtotal: Rs.8300 | GST (18%): Rs.1494 | Total: Rs.9794 | Payment Due: 2025-11-02","Letterhead printing was misaligned on half the batch. Business card colors don't match the design file we sent. Infosys BPO Supplies has poor quality control.",negative
INV-135,"Invoice No: INV-135 | Date: 2025-08-22 | From: Amazon Business India | To: Singhal Tech Bazaar, Noida | Items: 10x Laptop Privacy Screen 14in @Rs.1500 | Subtotal: Rs.15000 | GST (18%): Rs.2700 | Total: Rs.17700 | Payment Due: 2025-09-22","Privacy screens distort colors significantly and reduce brightness too much. Employees removed them within a day. Rs.15000 wasted.",negative
